registry,image_name,tag,digest,mtype,os,arch,variant,insecure,digest_source,image_type,groups
cp.icr.io,cp/cpd/wkc-search_master,4.6.134,sha256:e77cb72a086394dfe621c3bbad6b8d10de8f738887d36d70045b9a4e05afbf38,LIST,"","","",0,CASE,"",""
cp.icr.io,cp/cpd/wkc-search_master,4.6.134-amd64,sha256:03e8c4a60a21769a8787b8b13b3182cd081941ef4f1409a13ae70c53731bec91,IMAGE,linux,amd64,"",0,CASE,"",""
cp.icr.io,cp/cpd/wkc-search_master,4.6.134-ppc64le,sha256:fbe6b0f6e020afef367706c2ea71d6affb5f3564c5f341c44b6aa692fb87d783,IMAGE,linux,ppc64le,"",0,CASE,"",""
cp.icr.io,cp/cpd/wkc-search_master,4.6.134-s390x,sha256:f8efd4d5fdd158a18dd5bfe56b62997159b7834da3ea451ba36bfa7c841898b4,IMAGE,linux,s390x,"",0,CASE,"",""
icr.io,cpopen/ibm-cpd-ccs-operator,6.5.0-20230410.174237,sha256:1f152c2b1676facda31f199b2576abd459cec5bef96cf265098654776dc9cf6b,LIST,"","","",0,CASE,"",""
icr.io,cpopen/ibm-cpd-ccs-operator,6.5.0-20230410.174237-amd64,sha256:3954030b91372ddcfc732181cd2bce1700f840b805384b984bb4649f62d7b847,IMAGE,linux,amd64,"",0,CASE,"",""
icr.io,cpopen/ibm-cpd-ccs-operator,6.5.0-20230410.174237-s390x,sha256:a79a585e3b63bada69200ca7e1b8629e3ff060f7279f86e0a6aa7307a0bc3f50,IMAGE,linux,s390x,"",0,CASE,"",""
icr.io,cpopen/ibm-cpd-ccs-operator,6.5.0-20230410.174237-ppc64le,sha256:f71690eb52fe882ef2974f7a6a7ed7277a154bced27362f27aaadbd7a8f6fe77,IMAGE,linux,ppc64le,"",0,CASE,"",""
icr.io,cpopen/ibm-cpd-ccs-operator-catalog,6.5-20230410.174237,sha256:50a60a82087c478df6a888b277f16995d608b8b74159c6290b3ad5990dd9c333,LIST,"","","",0,CASE,olm-catalog,""
icr.io,cpopen/ibm-cpd-ccs-operator-catalog,6.5-20230410.174237-amd64,sha256:4c67c8258a795e90a2fe855b4346dff11c04acd4552ce867ce32f0d094832e65,IMAGE,linux,amd64,"",0,CASE,olm-catalog,""
icr.io,cpopen/ibm-cpd-ccs-operator-catalog,6.5-20230410.174237-s390x,sha256:d38fad78e9072e53b603e65439ac1cd9431777376d29756672b38850091af3e1,IMAGE,linux,s390x,"",0,CASE,olm-catalog,""
icr.io,cpopen/ibm-cpd-ccs-operator-catalog,6.5-20230410.174237-ppc64le,sha256:0cd8da657940c9c749b97f8ef9a862c0fc798a6abf0de5b29176a8a148c984db,IMAGE,linux,ppc64le,"",0,CASE,olm-catalog,""
icr.io,cpopen/ibm-cpd-ccs-operator-bundle,6.5.0-20230410.174237,sha256:3ff29278fb40d7ba075c2472e7f08e8a2111b445d89197caa9c29cb90e8f1b53,IMAGE,linux,amd64,"",0,CASE,olm-bundle,""
