registry,image_name,tag,digest,mtype,os,arch,variant,insecure,digest_source,image_type,groups
icr.io,cpopen/cpfs/iam-policy-administration,3.11.3-ppc64le,sha256:1d547d31813e6b536578f8583b327d401e359efd721a8b28018afc84b8902f1d,IMAGE,linux,ppc64le,"",0,CASE,"",""
icr.io,cpopen/cpfs/iam-policy-administration,3.11.3-s390x,sha256:9e84613375a98ceb9c0676d531a4290917d6897f67a13710035aceeab508eb7f,IMAGE,linux,s390x,"",0,CASE,"",""
icr.io,cpopen/cpfs/iam-policy-controller,3.7.20,sha256:51a451eedcad95708952238f4710debf22cf53b5cbc6438d1106b8b14f236105,LIST,"","","",0,CASE,"",""
icr.io,cpopen/cpfs/iam-policy-controller,3.7.20-amd64,sha256:7b5bfc3826c4886c1c60e5dee09d9a39b38edcf7d8c445903e88f919a700fbdb,IMAGE,linux,amd64,"",0,CASE,"",""
icr.io,cpopen/cpfs/iam-policy-controller,3.7.20-ppc64le,sha256:bf7ff9efc2fca56bf814c2837e950fdadd38d8a6ebe5141b05e25858f0cf5d54,IMAGE,linux,ppc64le,"",0,CASE,"",""
icr.io,cpopen/cpfs/iam-policy-controller,3.7.20-s390x,sha256:27a5613f4f6072ecde4663b9ed02d15dc7b7370d4d0dc6531f908c39f87f7da8,IMAGE,linux,s390x,"",0,CASE,"",""
icr.io,cpopen/cpfs/icp-secret-watcher,3.7.20,sha256:d2281cac312d86641d96f99ae13cc38f36beb1e7fc8425b5c699185f2079dd48,LIST,"","","",0,CASE,"",""
icr.io,cpopen/cpfs/icp-secret-watcher,3.7.20-amd64,sha256:f1011b0683027757a50272e3df96d14f1efebe0e0f065b13a3af2f263bfa46bb,IMAGE,linux,amd64,"",0,CASE,"",""
icr.io,cpopen/cpfs/icp-secret-watcher,3.7.20-ppc64le,sha256:2b9946cedb941c04a3ec33adc8421de8d4a42cb1026ab14b6ab89eeed6bebc37,IMAGE,linux,ppc64le,"",0,CASE,"",""
icr.io,cpopen/cpfs/icp-secret-watcher,3.7.20-s390x,sha256:813ce44613d1c51a3d80570c5caa7071cb4d9bba4794c33311e5afbcd6b47528,IMAGE,linux,s390x,"",0,CASE,"",""
icr.io,cpopen/cpfs/icp-iam-onboarding,3.11.3,sha256:6239affb4f468008670089d4c6414122d0270331bbf3c906233cf3b30d742bcb,LIST,"","","",0,CASE,"",""
icr.io,cpopen/cpfs/icp-iam-onboarding,3.11.3-amd64,sha256:93b3acb4688f7195220c6571308d96ad8064edbbe575063451b9ed5be6f908de,IMAGE,linux,amd64,"",0,CASE,"",""
icr.io,cpopen/cpfs/icp-iam-onboarding,3.11.3-ppc64le,sha256:5e0693d92cabd5210b7a69143b8cbfd23fcca0b79fc22a0e8d785ecf15c45f9e,IMAGE,linux,ppc64le,"",0,CASE,"",""
icr.io,cpopen/cpfs/icp-iam-onboarding,3.11.3-s390x,sha256:075d0e15e7347aa86f2190c2cf713ab5a811b26bd87fcf25f2e58fa6965835bd,IMAGE,linux,s390x,"",0,CASE,"",""
